custom_id,task_name,how,slug,category_name,named_source,source_real,votes,confidence
cn-all-remaining-0811-4a734aff,袋装粉料称重复检与气动剔除站 PLC 队列顺控改造及 FAT 验收,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.6
cn-all-remaining-0812-90c48c8d,智能仓储AMR多传感器定位、交通死锁、充电调度与安全发布准入,分类,warehouse-automation,Warehouse Automation Software,,no,2/3,0.42
cn-all-remaining-0813-0f341d0c,3#楼4层PC构件进场判定、吊装日计划及安装质量闭环,分类,construction-management,Construction Management Software,,yes,3/3,0.65
cn-all-remaining-0814-762c2157,场外基金交易日终三方对账与异常工单生成,分类,financial-reconciliation,Financial Reconciliation Software,,yes,3/3,0.75
cn-all-remaining-0815-9624faf6,T-301甲醇回收精馏塔物料衡算校正与节能操作窗口优化,分类,x-process-historian,Process Historian — 工厂时序位号历史库与趋势查询,,yes,3/3,0.75
cn-all-remaining-0816-3ff8f800,100 kW光伏逆变器低电压穿越、谐波与孤岛保护联合评审及量产并网判定,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.7
cn-all-remaining-0817-a25cf14a,电机轴精加工线OEE异常诊断与MC30两日生产排程校核,分类,manufacturing-execution-system,Manufacturing Execution System (MES) Software,,yes,3/3,0.75
cn-all-remaining-0818-8c722c79,512Wh 户外电源外观改款、CMF 定版与 DVT 试产评审交付,分类,3d-modeling,3D Modeling Software,,yes,3/3,0.5
cn-all-remaining-0819-92642430,DP2海上风电运维船动力定位故障重构、推力分配与作业准入判定,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,no,2/3,0.43
cn-all-remaining-0820-6c8dfd98,运载火箭整流罩跨声速气动载荷重构与设计工况筛选,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.63
cn-all-remaining-0821-5446eadd,28 nm接触孔光刻关键尺寸、套刻与焦距—曝光工艺窗口联合评审及批次放行判定,分类,quality-management-qms,Quality Management Systems (QMS),,yes,2/3,0.42
cn-all-remaining-0822-6a5c9899,滨河东片区保障性租赁住房地块筛选与15分钟生活圈补短板评估,分类,gis,GIS Software,,yes,3/3,0.68
cn-all-remaining-0823-2981b536,企业职工年度体检数据质控、风险分层与90天随访排程,分类,ehr,EHR Software,,yes,2/3,0.48
cn-all-remaining-0824-0de4494b,2024Q4—2026Q2中国汽车工程师岗位需求、技能结构与人才优先级研究,分类,job-search-sites,Job Search Sites,,yes,2/3,0.48
cn-all-remaining-0825-ce14f4a1,独居高龄老人30天居家养老服务配置与风险闭环管理,分类,home-care-agency-management,Home Care Agency Management Software,,yes,3/3,0.6
cn-all-remaining-0826-269c7767,跨服公会战房间状态一致性、掉线重连与奖励结算幂等联合回归及上线判定,分类,automation-testing-tools,Automation Testing Tools,,yes,1/3,0.37
cn-all-remaining-0827-a07867a4,长三角新能源叉车短租业务城市进入优先级与三年经营测算,分类,market-intelligence,Market Intelligence Software,,unsure,3/3,0.38
cn-all-remaining-0828-6335c106,5G NR园区路测KPI分析、切换根因定位与优化闭环,分类,network-monitoring,Network Monitoring Software,,yes,3/3,0.48
cn-all-remaining-0829-bd2480e9,工业制冷液氨系统泄漏事件重构、SIS/LOPA验证与复产准入判定,分类,x-process-historian,Process Historian — 工厂时序位号历史库与趋势查询,,yes,2/3,0.53
cn-all-remaining-0830-86a394d4,5G NR园区路测KPI分析、切换根因定位与优化闭环,分类,network-monitoring,Network Monitoring Software,,yes,3/3,0.48
cn-all-remaining-0831-8de50919,工业制冷液氨系统泄漏事件重构、SIS/LOPA验证与复产准入判定,分类,x-process-historian,Process Historian — 工厂时序位号历史库与趋势查询,,yes,2/3,0.53
cn-all-remaining-0832-b6b0d79c,Unity 资源预提交审计与 CI 批处理工具开发,分类,game-development,Game Development Software,,yes,2/3,0.45
cn-all-remaining-0833-4b7ceef4,DQL-217 CIA大鼠治疗性药效复核与确认性研究剂量推荐,分类,electronic-data-capture-edc,Electronic Data Capture (EDC) Software,,yes,3/3,0.47
cn-all-remaining-0834-0d96f3e7,24V工业控制板电源与RS-485接口失效整改及验证闭环,分类,pcb-design,PCB Design Software,,yes,2/3,0.48
cn-all-remaining-0835-9f5c41bb,TRX-217 28天重复给药毒性数据质控、毒代重算与申办方综合评估,分类,electronic-data-capture-edc,Electronic Data Capture (EDC) Software,,yes,3/3,0.5
cn-all-remaining-0836-8be6837c,CDS升级验证QA独立复核与上线放行判定,分类,quality-management-qms,Quality Management Systems (QMS),,yes,3/3,0.47
cn-all-remaining-0837-ac7b8f92,B2B SaaS试用转付费漏斗诊断与Q4产品运营策略排期,分类,product-analytics,Product Analytics Software,,yes,3/3,0.62
cn-all-remaining-0838-bb9d337f,压片工序清场SOP部门修订稿独立QA审核与生效准备,分类,quality-management-qms,Quality Management Systems (QMS),,yes,2/3,0.5
cn-all-remaining-0839-052f9164,竞技游戏帧同步回滚一致性修复与回放验收,分类,game-engine,Game Engine Software,,no,2/3,0.38
cn-all-remaining-0841-33f3a229,2026年Q4项目组合重排与关键资源调度决策,分类,project-and-portfolio-management,Project and Portfolio Management Software,,yes,2/3,0.55
cn-all-remaining-0842-da7b283c,食品微生物96孔板生长曲线质控与动力学参数复核,分类,laboratory,Laboratory Software,,yes,2/3,0.43
cn-all-remaining-0843-ae260afc,Godot 动态二维空间哈希宽相模块替换与确定性回归,分类,game-engine,Game Engine Software,,no,1/3,0.37
cn-all-remaining-0844-35269475,两试验点春玉米氮肥梯度试验统计分析与经济施氮量评估,分类,agriculture,Agriculture Software,,yes,3/3,0.48
cn-all-remaining-0846-c0c542fb,协作射击游戏同伴 Utility AI 决策器回归修复与离线回放评测,分类,game-development,Game Development Software,,unsure,2/3,0.52
cn-all-remaining-0847-be9888d6,番茄多环境试验品种稳定性复核与下一轮区域试验决策,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,2/3,0.77
cn-all-remaining-0848-b2f6165d,口服小分子先导化合物体外 DMPK 数据质控、参数拟合与候选排序,分类,drug-discovery,Drug Discovery Software,,yes,2/3,0.6
cn-all-remaining-0849-2d0b8edc,Quest 3仓储安全培训应用交互流程修复、回放一致性与72Hz性能验收,分类,vr-training-simulator,VR Training Simulator Software,,no,2/3,0.6
cn-all-remaining-0851-f49f24e5,2024款纯电车型EPA道路载荷基准复核与旧版方法审计,分类,automotive,Automotive Software,,yes,1/3,0.8
cn-all-remaining-0852-006b49eb,第三人称战术射击 NPC 小队决策回放回归与掩体分配,分类,game-development,Game Development Software,,unsure,2/3,0.52
cn-all-remaining-0854-dffd1f7e,UE5 多人投射物对象池与网络复制性能优化,分类,game-engine,Game Engine Software,,no,2/3,0.53
cn-all-remaining-0855-40b6e2a2,锁车后静态电流超标与车身 CAN 周期唤醒根因定位,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.72
cn-all-remaining-0856-1dd34f40,2025Q4华东区销售预测、目标拆解与重点商机资源配置,分类,crm,CRM Software,,yes,3/3,0.72
cn-all-remaining-0857-668003aa,纯电样车下电后12V静态电流异常诊断与休眠策略验证,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.72
cn-all-remaining-0858-a77c2bc1,信用债组合日终风险复核与低换手约束修复,分类,investment-portfolio-management,Investment Portfolio Management Software,,yes,2/3,0.6
cn-all-remaining-0859-794a0507,半导体制程良率异常筛查与关键量测点复核,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,3/3,0.9
cn-all-remaining-0861-b190cb70,商业办公楼租赁面积复核与BIM空间台账更新,分类,building-design-and-building-information-modeling-bim,Building Design and Building Information Modeling (BIM) Software,,yes,2/2,0.85
cn-all-remaining-0862-62ba3ff3,    原创文创品牌 Q2 经营复盘与 618 投放预算重分配    ,分类,e-commerce-analytics,E-Commerce Analytics Software,,yes,2/2,0.57
cn-all-remaining-0864-82ecf25a,写字楼租赁区精装修及机电改造工程结算审核,分类,construction-estimating-software,Construction Estimating Software,,yes,2/2,0.57
cn-all-remaining-0865-515ae739,智慧园区租赁履约、空间使用与能耗异常联动核查,分类,smart-buildings,Smart Buildings Software,,yes,2/2,0.53
cn-all-remaining-0866-1d892fee,跨服竞技赛季结算、排行榜归并与幂等奖励发放,分类,x-game-liveops-console,Game Engine Editor / LiveOps Admin Console — 游戏内容编辑器或运营后台,,yes,2/2,0.53
cn-all-remaining-0868-8fb1b76d,华东区域三仓分拨与承运商份额调整决策,分类,transportation-management-systems-tms,Transportation Management Systems (TMS),,yes,2/2,0.6
cn-all-remaining-0869-a86563df,工业自动化公司三季报跟踪、盈利预测更新与估值复核,分类,financial-research,Financial Research Software,,yes,2/2,0.55
cn-all-remaining-0870-cba7c850,工程造价人员供需结构、岗位能力与薪酬区间专题研究,分类,job-board,Job Board Software,,yes,2/2,0.47
cn-all-remaining-0871-83e54e58,重点企业客户续约风险诊断与90天挽回方案,分类,customer-success,Customer Success Software,,yes,2/2,0.65
cn-all-remaining-0872-cbef5357,2024—2025 新房交付查验咨询服务质量、缺陷结构与报价研究,分类,home-inspection,Home Inspection Software,,yes,2/2,0.65
cn-all-remaining-0873-b02290d1,Godot 4 场景道具 PBR 纹理规范化、ORM 通道打包与材质库落地,分类,3d-modeling,3D Modeling Software,,yes,2/2,0.4
cn-all-remaining-0874-e4cb0cfa,装配式建筑施工员岗位需求、技能标准与培训差距研究,分类,job-board,Job Board Software,,yes,2/2,0.47
cn-all-remaining-0875-4793042e,2026Q4华东区域干线招标定标、运力分配与旺季保供校核,分类,freight-management,Freight Management Software,,yes,2/3,0.57
cn-all-remaining-0876-98bfb7b0,铝冷板瞬态热模型参数标定、独立验证与网格收敛评估,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.78
cn-all-remaining-0877-7a1ba25e,C++游戏开发工程师岗位需求、薪酬与能力结构研究,分类,job-search-sites,Job Search Sites,,yes,3/3,0.72
cn-all-remaining-0878-190be40d,UE5跨平台性能基线复盘、版本效果验证与两轮优化排期,分类,game-engine,Game Engine Software,,yes,3/3,0.42
cn-all-remaining-0879-9c1c7e3e,华东区Q3销售目标分解、客户归属调整与重点商机治理,分类,crm,CRM Software,,yes,3/3,0.73
cn-all-remaining-0880-49ec35b4,    企业客户门户API授权边界、网关控制与修复回归复核    ,分类,api-security,API Security Tools,,yes,3/3,0.52
cn-all-remaining-0881-7e2226c0,Q3多项目组合资源冲突诊断与交付重排,分类,project-and-portfolio-management,Project and Portfolio Management Software,,yes,3/3,0.62
cn-all-remaining-0882-fda27236,    18号楼7层预制构件吊装、灌浆与质量闭环施工策划    ,分类,construction-management,Construction Management Software,,yes,2/3,0.58
cn-all-remaining-0883-f91d65a1,游戏AI开发工程师岗位需求、薪酬与能力结构研究,分类,job-search-sites,Job Search Sites,,yes,3/3,0.72
cn-all-remaining-0884-99d8b353,游戏服务端版本容量基线、回归定位与开服扩容决策研究,分类,load-testing-tools,Load Testing Tools,,yes,3/3,0.57
cn-all-remaining-0885-9354b4d1,竞技场战果回调幂等补账与赛季积分对账,分类,game-development,Game Development Software,,yes,3/3,0.32
cn-all-remaining-0887-162ec7ac,城镇关卡静态网格 Meshlet 构建、边界锥生成与回归验证,分类,3d-modeling,3D Modeling Software,,yes,3/3,0.52
cn-all-remaining-0888-f1a44e1d,PCBA回流焊炉温工艺窗口与缺陷联动优化,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,2/2,0.68
cn-all-remaining-0889-c1ffba9c,伺服升降模组节拍验证与运动参数定型,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,2/2,0.72
cn-all-remaining-0890-2a6e214f,六轴工业机器人关节零偏、TCP 与基坐标联合标定,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,2/2,0.5
cn-all-remaining-0891-489fba3c,夹套反应釜温度串级回路辨识、PI整定与抗扰验证,分类,x-process-historian,Process Historian — 工厂时序位号历史库与趋势查询,,yes,2/2,0.7
cn-all-remaining-0892-1688f407,AMR更换驱动轮后的运动学参数联合标定与上线验证,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,2/2,0.53
cn-all-remaining-0893-6a26dc5f,空气质量多传感器长期漂移诊断与CO参考浓度校准,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,2/2,0.93
cn-all-remaining-0894-d2a9c435,GSE52778 配对 RNA-seq 质控、差异表达与可复现结果审计,分类,x-genomics-data-repository,Genomics / Bioinformatics Data Repository — 组学数据集与样本注释,,yes,2/2,0.94
cn-all-remaining-0895-94c9bd94,HX-201板式换热器温控回路辨识、PI整定与闭环验证,分类,x-process-historian,Process Historian — 工厂时序位号历史库与趋势查询,,yes,2/2,0.75
cn-all-remaining-0896-de465666,多时相遥感火烧迹地识别、烧毁强度分级与面积核算,分类,gis,GIS Software,,yes,2/2,0.53
cn-all-remaining-0897-a4cd1207,两试验点冬小麦氮肥梯度试验质控、产量响应与推荐施氮量评估,分类,agriculture,Agriculture Software,,yes,2/2,0.47
cn-all-remaining-0900-f7fd3143,SiOx-石墨负极水系粘结剂循环与EIS联合下选,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,2/2,0.6
cn-all-remaining-0901-a1264e29,多中心定量检测方法的精密度、Deming比对与实验室聚类Bootstrap评价,分类,lims,LIMS Software,,yes,2/2,0.4
cn-all-remaining-0902-b4e90b75,连续EEG眼状态记录的质控、后部α反应检验与时序泄漏审计,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,3/3,0.8
cn-all-remaining-0904-5aa796df,800G OSFP 光模块 DSP 热路径标定与上壳均温结构优化,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.67
cn-all-remaining-0905-fd596c6a,ONT光模块测试仪表4路25G SerDes链路训练与故障恢复设计,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.5
cn-all-remaining-0906-233fff17,工业物联网采集网关 2.4.0 消息一致性与断网恢复回归测试,分类,software-testing,Software Testing Tools,,yes,1/3,0.55
cn-all-remaining-0907-ebabf865,R15雨水图纸集页组清点与文字空间索引,分类,general-purpose-cad,General-Purpose CAD Software,,yes,2/3,0.75
cn-all-remaining-0908-a1d40822,LPBF Inconel 718粉末、熔池、孔隙、力学、疲劳与热处理组织联合评审及航空结构件工艺定型判定,分类,additive-manufacturing,Additive Manufacturing Software,,yes,3/3,0.62
cn-all-remaining-0909-121120de,工业物联网时序数据迟到事件重放、设备日指标与告警补算,分类,x-process-historian,Process Historian — 工厂时序位号历史库与趋势查询,,yes,3/3,0.67
cn-all-remaining-0910-a483d04f,车载摄像模组MTF、畸变、杂散光与热稳定量产准入判定,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.63
cn-all-remaining-0911-57247e16,办公楼机电安装工程第6期进度款审核、变更签证与超付风险复核,分类,project-cost-management,Project Cost Management Software,,yes,2/3,0.6
cn-all-remaining-0912-51d4ac3e,车载1550nm激光雷达发射、接收、杂散光、温漂、眼安全与可靠性联合验收及整车道路验证准入判定,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.63
cn-all-remaining-0913-2494d698,城乡差异时间序列趋势对比图（DID分析）,分类,x-government-statistics-portal,Government Statistics / Open Data Portal — 官方统计与开放数据查询,,no,2/3,0.45
cn-all-remaining-0914-bc4975d4,高速机器视觉检测系统镜头MTF、畸变、景深与缺陷检出联合验收及量产上线判定,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.63
cn-all-remaining-0915-15619241,小型涡扇发动机稳态性能、瞬态响应、振动、滑油燃油与耐久保护联合地面验收及飞行验证准入判定,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.63
cn-all-remaining-0916-99ed2233,航空发动机热端叶片无损检测、裂纹寿命与装机放行判定,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,unsure,2/3,0.48
cn-all-remaining-0917-498f7e66,水性丙烯酸树脂连续聚合中试线物料衡算、移热能力、产品质量与安全联锁联合评审及万吨级工艺放大判定,分类,x-process-historian,Process Historian — 工厂时序位号历史库与趋势查询,,yes,3/3,0.6
cn-all-remaining-0918-4723f3b6,仓储货架 WebAR 位姿稳定、状态管理与离线回放算法实现评测,分类,ar-development,Augmented Reality (AR) Development Software,,unsure,3/3,0.45
cn-all-remaining-0919-ae74f23e,协作机器人码垛工作站TCP位姿、3D视觉、节拍良率、安全功能与故障恢复联合验收及量产投运判定,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.58
cn-all-remaining-0920-d3ea6ee1,城市轨道交通CBTC多源定位、制动防护、联锁冲突与运营发布准入判定,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,unsure,3/3,0.47
cn-all-remaining-0921-befeee11,海上风电场多源气象同化、阵风爬坡预测与调度发布准入判定,分类,weather-data-software,Weather Data Software,,unsure,3/3,0.57
cn-all-remaining-0922-76ab0a78,固态电解质阻抗谱、锂枝晶寿命与配方放大准入判定,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,unsure,3/3,0.48
cn-all-remaining-0923-15b15695,露天矿边坡多源监测、失稳预测与采场作业准入判定,分类,x-process-historian,Process Historian — 工厂时序位号历史库与趋势查询,,unsure,1/3,0.48
cn-all-remaining-0924-4456a733,连栋玻璃温室环境控制、灌溉施肥、病害风险与采收准入判定,分类,connected-agriculture,Connected Agriculture Software,,unsure,2/3,0.48
cn-all-remaining-0925-0b3469e8,纯电动乘用车制动能量回收、热衰退、ABS稳定性与制动线控故障降级联合验证及SOP放行判定,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.63
cn-all-remaining-0926-04473aa5,直流充电桩CAN报文解析、充电会话状态机与故障追溯,分类,ev-charging-management,EV Charging Management,,yes,3/3,0.55
cn-all-remaining-0927-18815878,电商促销结算引擎V3.2回归测试、金额守恒与发布门禁核验,分类,automation-testing-tools,Automation Testing Tools,,no,2/3,0.6
cn-all-remaining-0928-d694ced9,冷藏熟制鸡胸肉气调包装货架期建模与包装方案筛选,分类,lims,LIMS Software,,yes,3/3,0.53
cn-all-remaining-0929-cfedb11d,低酸植物蛋白饮料UHT热力杀菌、无菌灌装、微生物挑战与加速货架期联合评审及量产放行判定,分类,quality-management-qms,Quality Management Systems (QMS),,yes,2/3,0.5
cn-all-remaining-0930-3befd0d2,文创电商 618 多平台经营复盘、订单级素材归因与预算重分配,分类,e-commerce-analytics,E-Commerce Analytics Software,,yes,3/3,0.62
cn-all-remaining-0931-23dd643d,品牌定制微综艺单集 D-1 导演执行包重排与权益落地,分类,project-management,Project Management Software,,no,1/3,0.32
cn-all-remaining-0932-1d6d259d,协作机器人关节RV减速器加速寿命、B10可靠性与DVT放行审计,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.67
cn-all-remaining-0933-8ea9ae7d,精密阀芯外径量具R&R、SPC异常追溯与批次放行复核,分类,quality-management-qms,Quality Management Systems (QMS),,yes,3/3,0.65
cn-all-remaining-0934-444b3c56,消费电子工厂0.4kV配电系统电能质量、无功补偿与保护整定整改冻结复核,分类,x-process-historian,Process Historian — 工厂时序位号历史库与趋势查询,,yes,2/3,0.57
cn-all-remaining-0935-68660327,动力电池模组汇流排激光焊接量测系统、DOE配方与PPAP量产冻结审计,分类,manufacturing-execution-system,Manufacturing Execution System (MES) Software,,yes,3/3,0.65
cn-all-remaining-0936-aa42df06,车载DC/DC电源模块双应力加速寿命、竞争失效建模与量产可靠性放行复核,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.67
cn-all-remaining-0937-6374de20,游戏技术美术（TA）人才需求、能力缺口与团队编制研究,分类,job-board,Job Board Software,,yes,2/3,0.53
cn-all-remaining-0938-0175cfde,汽车外板IF钢LF-RH精炼、钙处理与连铸洁净度/浇次放行审计,分类,x-process-historian,Process Historian — 工厂时序位号历史库与趋势查询,,yes,3/3,0.58
cn-all-remaining-0939-ab1a6294,沿海化工园区SBAS-InSAR时序沉降重建、水准验证与工程风险发布核验,分类,gis,GIS Software,,yes,3/3,0.47
cn-all-remaining-0940-94b2dc6a,长三角某研发办公楼绿色建筑二星级申报复核,分类,x-regulatory-registry,Regulatory Registry / Compliance Filing Database — 备案与合规申报检索库,,yes,2/3,0.4
cn-all-remaining-0941-29ec8b45,ADAS前视摄像头镜头模组MTF、杂散光、光谱与DV/PV量产冻结审计,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.65
cn-all-remaining-0942-65033b58,冷藏即食食品CCP杀菌、冷链暴露、微生物风险与召回放行判定,分类,food-safety-management,Food Safety Management Software,,yes,3/3,0.65
cn-all-remaining-0943-467f2a4f,大型会展中心5G室内分布系统覆盖、切换、容量与故障回退联合验收及商用开通判定,分类,network-monitoring,Network Monitoring Software,,yes,3/3,0.43
cn-all-remaining-0944-1ca3a5c9,跨平台实时渲染器帧时间、画质、着色器、显存、时间域稳定性与崩溃恢复联合验收及版本发布判定,分类,game-engine,Game Engine Software,,yes,3/3,0.48
cn-all-remaining-0945-63165974,企业客户门户API授权边界、网关控制与修复回归复核,分类,api-security,API Security Tools,,yes,3/3,0.7
cn-all-remaining-0946-f43aaf57,植入式骨科接骨板疲劳寿命、加速老化与批次一致性联合评审及设计转移/上市放行判定,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.57
cn-all-remaining-0947-03516a1f,跨服赛季排行榜结算、并列排名与幂等奖励发放,分类,x-game-liveops-console,Game Engine Editor / LiveOps Admin Console — 游戏内容编辑器或运营后台,,yes,3/3,0.53
cn-all-remaining-0948-b0c93dc1,注塑连接器壳体关键尺寸过程能力、异常批次与放行门槛核验,分类,quality-management-qms,Quality Management Systems (QMS),,yes,3/3,0.58
cn-all-remaining-0949-8fa819f1,连续 EEG 睁闭眼数据的伪重复控制、枕区 Alpha 检验与解码泄漏审计,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,3/3,0.89
cn-all-remaining-0950-9dedf66d,退役金属加工厂地下水氯代烃监测质控、趋势判定与羽流复核,分类,environmental-quality-and-safety-management,"Environmental, Quality and Safety Management  Software",,yes,3/3,0.52
cn-all-remaining-0951-95b279fc,北京多站点空气质量质控与 PM2.5 缺失修复评估,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,2/2,0.85
cn-all-remaining-0952-e3358bdf,上市后多来源安全信息批量分诊、重复病例合并与E2B R3加速报告生成,分类,regulatory-information-management-rim-systems,Regulatory Information Management (RIM) Systems,,yes,2/2,0.38
cn-all-remaining-0953-9271adc9,厄贝沙坦片上市许可申请申报前资料核查与放行评估,分类,regulatory-information-management-rim-systems,Regulatory Information Management (RIM) Systems,,yes,2/2,0.65
cn-all-remaining-0954-bb700950,532 nm 10×激光扩束准直模组批量光束质量验收与装调补偿,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,2/2,0.85
cn-all-remaining-0955-5ce45980,LYO-03冻干机抽真空超时偏差调查、参数恢复验证与PM表单修订,分类,x-process-historian,Process Historian — 工厂时序位号历史库与趋势查询,,yes,2/2,0.75
cn-all-remaining-0956-fb447e98,PW-01纯化水系统季度回顾底稿修复、异常证据链复核与QA评审材料输出,分类,x-process-historian,Process Historian — 工厂时序位号历史库与趋势查询,,yes,2/2,0.7
cn-all-remaining-0957-769c12d9,盐酸二甲双胍片三批压片偏差复核、受影响物料界定与72小时产能恢复排产,分类,manufacturing-execution-system,Manufacturing Execution System (MES) Software,,yes,2/2,0.72
cn-all-remaining-0958-a386a245,六城市平面设计师岗位需求、薪酬与技能结构行业研究,分类,job-search-sites,Job Search Sites,,yes,2/2,0.6
cn-all-remaining-0959-a0124dc6,产业园道路路基土方复核与竣工断面偏差分析,分类,civil-engineering-design,Civil Engineering Design Software,,no,2/2,0.55
cn-all-remaining-0960-fd36102b,工程项目经理公开招聘样本清洗、任职门槛与能力模型研究,分类,job-search-sites,Job Search Sites,,yes,2/2,0.57
cn-all-remaining-0961-cea1fcda,渤海潮汐潮流数值模拟：从真实水深/岸线数据到调和分析与情景诊断,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,2/2,0.7
cn-all-remaining-0962-bdcaeabc,滚动轴承振动诊断与剥落尺寸定量,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,2/2,0.85
cn-all-remaining-0963-6a4b01d0,东港科创中心A座 IFC 模型属性、净高与碰撞联合审查,分类,building-design-and-building-information-modeling-bim,Building Design and Building Information Modeling (BIM) Software,,yes,3/3,0.85
cn-all-remaining-0964-1196f166,交通设施运维总图与分区图编制,分类,civil-engineering-design,Civil Engineering Design Software,,yes,3/3,0.7
cn-all-remaining-0965-3d040bba,    产业园区企业诉求、政策申报与重点企业服务闭环复盘    ,分类,crm,CRM Software,,yes,2/3,0.47
cn-all-remaining-0966-56d245f7,跨境物流运费结算对账与发布封板复核,分类,freight-management,Freight Management Software,,unsure,3/3,0.43
cn-all-remaining-0967-40ec7019,电信话单(CDR)批价对账与发布封板复核,分类,billing,Billing Software,,unsure,3/3,0.4
cn-all-remaining-0968-a554494c,薪资个税计算复核与发布封板审计,分类,payroll,Payroll Software,,unsure,3/3,0.47
cn-all-remaining-0970-194c0e46,保险理赔核验对账与发布封板审计,分类,insurance-claims-management,Insurance Claims Management Software,,unsure,3/3,0.47
cn-all-remaining-0971-9cb42684,银行贷款利息核验对账与发布封板审计,分类,loan-servicing,Loan Servicing Software,,unsure,3/3,0.47
cn-all-remaining-0972-58036ef4,跨境电商进口税费核验对账与发布封板审计,分类,trade-compliance,Trade Compliance,,unsure,3/3,0.42
cn-all-remaining-0973-7a1c435c,酒店预订结算核验对账与发布封板审计,分类,hotel-management,Hotel Management Software,,unsure,2/3,0.43
cn-all-remaining-0974-4790d8bf,物业费核验对账与发布封板审计,分类,property-management,Property Management Software,,unsure,3/3,0.47
cn-all-remaining-0975-ea568465,空气质量监测数据核验与发布封板审计,分类,environmental-health-and-safety,Environmental Health and Safety Software,,unsure,2/3,0.37
cn-all-remaining-0976-5aa6f01c,网约车计费核验与发布封板审计,分类,ride-sharing,Ride Sharing Software,,unsure,3/3,0.47
cn-all-remaining-0977-49dbb8c6,交通流核验与发布封板审计,分类,transportation,Transportation Software,,unsure,2/3,0.33
cn-all-remaining-0978-44ed4df9,水质评价核验与发布封板审计,分类,environmental-quality-and-safety-management,"Environmental, Quality and Safety Management  Software",,unsure,3/3,0.45
cn-all-remaining-0979-0d29ab51,声学噪声评价核验与发布封板复核,分类,environmental-quality-and-safety-management,"Environmental, Quality and Safety Management  Software",,unsure,3/3,0.43
cn-all-remaining-0980-6a4254c5,结构力学核验与发布封板审计,分类,civil-engineering-design,Civil Engineering Design Software,,unsure,2/3,0.42
