排除类别,一致度,任务名,依据,原文点名来源,custom_id
生物力学建模,2/2,OpenSim XML 40600 WeldJoint零质量Body、完整Socket图与Coordinate唯一归属审计,OSIM组件图与引用审计，原文点名OpenSim,OpenSim,cn-all-remaining-1061-bad0cf48
生物力学建模,2/2,OpenSim XML 40600 ContactGeometrySet–ForceSet–ComponentSet三集合能力字段与代理数据,OSIM力集合能力字段，原文点名OpenSim,OpenSim,cn-all-remaining-1062-34dcccce
生物力学建模,2/2,OpenSim XML 40600 Body–Mesh scale_factors多层链、极端值和异常传播范围审计,OSIM Body缩放链审计，原文点名OpenSim,OpenSim,cn-all-remaining-1063-766bf7d3
生物力学建模,2/2,OpenSim XML 40600 Body mass_center–Joint Frame同局部坐标绑定、轴向投影与正确拒绝审计,OSIM质心坐标绑定，原文点名OpenSim,OpenSim,cn-all-remaining-1064-d1df0d07
生物力学建模,2/2,OpenSim XML 40600 Body惯量张量对称构造、PSD–三角必要条件与缩放可比性审计,OSIM惯量张量审计，原文点名OpenSim,OpenSim,cn-all-remaining-1065-41ea6ae2
生物力学建模,2/2,OpenSim XML 40600 Marker–Joint OffsetFrame完整路径绑定、局部偏置与左右镜像残差审计,OSIM Marker偏置镜像审计，原文点名OpenSim,OpenSim,cn-all-remaining-1066-9e7aed93
生物力学建模,2/2,OpenSim 4.5 OSIM 异构 Joint 类型分派、显隐字段规范化与故障保留审计,OSIM异构Joint解析审计，原文点名OpenSim,OpenSim,cn-all-remaining-1067-2463cafc
生物力学建模,2/2,OpenSim 4.5 OSIM PhysicalOffsetFrame 作用域路径、Socket 闭合与同名冲突审计,解析OSIM模型XML与PhysicalOffsetFrame，非网站数据,OpenSim,cn-all-remaining-1068-72ca191f
生物力学建模,2/2,OpenSim 4.5 SpatialTransform 函数 AST、常量折叠与坐标—轴入射规范化,解析OSIM SpatialTransform函数树，工程模型文件,OpenSim,cn-all-remaining-1069-72f41678
生物力学建模,2/2,OpenSim 4.5 左右 Joint 轴—函数联合符号编码、等价表示与不可配对诊断,解析OSIM Joint轴与函数编码，桌面模型文件,OpenSim,cn-all-remaining-1070-479d2021
生物力学建模,2/2,OpenSim 4.5 CustomJoint 声明轴秩、正交性、条件数与跨记录不变量质检,OSIM CustomJoint轴秩数值审计，模型文件非网站,OpenSim,cn-all-remaining-1071-45787c57
生物力学建模,2/2,OpenSim 4.5 Walker knee MultiplierFunction—Mesh 尺度绑定、节点血缘与往返审计,OSIM Mesh尺度与MultiplierFunction血缘，模型文件,OpenSim,cn-all-remaining-1072-2cec4395
生物力学建模,2/2,质量门控下的规则后验诊断、校准评估与不可识别性,OSIM+IK MOT/STO时序质检，OpenSim工程产物,OpenSim,cn-all-remaining-1073-45b7eb2d
生物力学建模,2/2,OpenSim 4.5 Coordinate 默认构型—IK 时序 Schema 连接、范围距离与越界污染审计,OSIM Coordinate与IK时序连接，模型/MOT文件,OpenSim,cn-all-remaining-1074-df2cca32
生物力学建模,2/2,OpenSim 4.5 MarkerSet—Joint—Coordinate 子树图、静态覆盖与 IK 退化反例审计,OSIM MarkerSet-Joint图与IK审计，模型文件,OpenSim,cn-all-remaining-1075-1e1d2ced
生物力学建模,2/2,OpenSim 4.5 踝—距下—MTP 多级 Joint q=0 共同 Frame 轴秩与 IK 有效自由度审计,OSIM多级Joint轴秩与IK自由度，模型文件,OpenSim,cn-all-remaining-1076-e3d6e3cb
生物力学建模,2/2,全 Joint 限定路径 PhysicalOffsetFrame 的 SE(3) 可组合性、双向逆闭合与浮点稳定性审计,OSIM PhysicalOffsetFrame SE(3)审计，模型文件,OpenSim,cn-all-remaining-1077-a0ae7167
生物力学建模,2/2,Joint offset-frame 平移—Body Mesh 非等方尺度的跨记录归一共识与血缘冲突审计,OSIM Joint平移与Mesh尺度归一，模型文件,OpenSim,cn-all-remaining-1078-2bf9349a
生物力学建模,2/2,Marker location—Body Mesh 非等方尺度的跨记录稳健共识、未匹配项与传播残差审计,OSIM Marker位置与Mesh尺度共识，模型文件,OpenSim,cn-all-remaining-1079-e22946dc
生物力学建模,2/2,ContactSphere 冻结签名与 Body Mesh 非等方缩放的逐轴尺度归一长度失配、策略未知与能力边界审计,OSIM ContactSphere签名与尺度归一，模型文件,OpenSim,cn-all-remaining-1080-87ad17ed
生物力学建模,2/2,ContactSphere—Marker 同 socket Body 局部包络、最近表面间隙与跨 Frame 伪距离拒绝审计,OSIM ContactSphere-Marker间隙审计，模型文件,OpenSim,cn-all-remaining-1081-37a7114a
生物力学建模,2/2,MTP PinJoint q=0 双 PhysicalOffsetFrame 组合下 ContactSphere 统一坐标、凸包退化与三维重,OSIM MTP Joint坐标变换与凸包，模型文件,OpenSim,cn-all-remaining-1082-3f9336e3
生物力学建模,2/2,FrameGeometry/Mesh 同名 scale_factors 的父链命名空间、多 Mesh 完整性与宽泛 XPath 错绑定审计,输入是OpenSim .osim模型XML与Mesh,OpenSim,cn-all-remaining-1083-6bd2640e
生物力学建模,2/2,Model gravity—ContactHalfSpace 的版本化 canonical -X 法向、XYZ body-fixed 姿态与,输入是OpenSim .osim模型XML与gravity,OpenSim,cn-all-remaining-1084-46158fae
生物力学建模,2/2,OSIM→Body→Mesh→VTP 外部资产的隔离路径解析、哈希血缘、大小写冲突与双维模型准入审计,输入是OpenSim .osim及Mesh资产路径,OpenSim,cn-all-remaining-1085-8cf162ff
生物力学建模,2/2,ExternalLoads—BodySet—STO 表头的严格后缀双射、侧别拓扑与绝对 datafile 脱敏绑定审计,输入是OpenSim/ExternalLoads与STO表头,OpenSim,cn-all-remaining-1086-04418dc6
源码仓库,3/3,基于 Jetson Orin NX Super 的四摄像头麦克纳姆轮小车车端运行栈开发,minipilot起始工程为ROS2源码压缩包,,cn-all-remaining-0010-01d05df5
源码仓库,2/2,面向用户的围棋对战客户端与基于 MCTS 的简单人机模式开发,交付为可运行代码工程，附参考实现压缩包,,cn-all-remaining-0028-a77c10ac
源码仓库,3/3,面向无人机蜂群对抗的智能任务分配算法设计与实现,给的是原始仿真工程7z压缩包,,cn-all-remaining-0039-eaf07265
源码仓库,2/3,HDFS 系统日志异常检测管道,"GitHub代码仓库,按其标注为源码类",LogPAI/loghub,cn-all-remaining-0046-451fb7f6
源码仓库,3/3,STM32F407 TR500 移动机器人全链路控制可靠性升级、自动化验证与可追溯交付,STM32差速底盘固件工程源码,DLRobot TR500,cn-all-remaining-0047-0ba8b32b
源码仓库,3/3,Intel RealSense D455 RGB-D 三维目标感知系统可靠性升级、离线部署与自动化验收交付,D455_ws ROS工作空间源码压缩包,Intel RealSense D455,cn-all-remaining-0048-20a1803f
源码仓库,2/2,面向计算材料物理的 CGCNN 晶体图数据管线复现,复现CGCNN代码仓库的数据处理模块,,cn-all-remaining-0058-784b7023
源码仓库,2/2,面向材料性质预测的 CGCNN 门控图卷积网络复现,复现CGCNN代码仓库的网络模型模块,,cn-all-remaining-0059-07202c4b
源码仓库,2/2,CGCNN 材料性质回归与分类训练评估流程复现,复现CGCNN代码仓库的训练评估入口,,cn-all-remaining-0060-4916f260
源码仓库,2/2,CGCNN 预训练材料性质推理与论文复现边界审计,原文点名CGCNN代码仓库为来源,CGCNN,cn-all-remaining-0061-17f616d5
源码仓库,2/2,面向凝聚态物理的 D3REAM 全空间晶体描述符与周期晶体图复现,原文点名D3REAM代码仓库为来源,D3REAM,cn-all-remaining-0062-2b5e3ba2
源码仓库,2/2,UE 关卡资源引用清理工具开发,扫描UE关卡uasset/umap资源与项目Git仓库目录结构,,cn-all-remaining-0091-2ce46b58
源码仓库,2/2,开发ue5使用的Perforce 资源提交前置校验工具,校验P4仓库待提交.uasset/.xlsx文件与工程资源路径,,cn-all-remaining-0092-5dd2fd62
源码仓库,2/2,基于现有 STM32H743/X-CUBE-AI 工程的被动声识别错误修复与封存测试验收,STM32H743/X-CUBE-AI MDK-ARM固件工程压缩包待修复,,cn-all-remaining-0093-c2a8c48f
源码仓库,2/2,多视图图像拼接、质量评估与批处理验收工具,以ImageStitching代码仓库为改造基线,,cn-all-remaining-0115-4e5886bd
源码仓库,2/2,高级视频车道线检测、时序稳定与质量评估系统,以Detection代码仓库(含视频)为基线,,cn-all-remaining-0116-1362f053
源码仓库,2/2,垂直井光纤地震事件定位,差时数据由ttcrpy库正演生成,ttcrpy,cn-all-remaining-0117-1fe73b6d
源码仓库,2/2,短跑加速窗口摆臂多估计器相位耦合、附肢角动量代理、组合分组泛化与证据依赖审计,原文点名GitHub代码仓库，pip安装脚本运行,Pose2Sim,cn-all-remaining-0127-6da3cfcb
源码仓库,2/2,二维井间地震首波走时层析成像与异常体恢复,"原文点名ttcrpy库生成走时,GitHub/PyPI代码库",ttcrpy,cn-all-remaining-0191-ca010215
源码仓库,2/2,小波互谱走时差MATLAB流程的自包含C17迁移与数值等价性验证,"MATLAB源码迁移为C库,给定源码压缩包",,cn-all-remaining-0193-9b57cb86
源码仓库,2/2,fable_flow_pipeline,原始脚本文本加Python工具模块的生成式流水线工程,,cn-all-remaining-0196-0fcde01e
源码仓库,2/2,业务状态对接规则实现与验证,给定Java项目zip，修复方法并补单元测试,,cn-all-remaining-0218-c55ed2a4
源码仓库,2/2,"[BUG] Multiple ArrayIndexOutOfBoundsException in JSONReaderUTF8.java, ",Fastjson2完整项目源码zip，修复解析缺陷,,cn-all-remaining-0219-3028b620
源码仓库,3/3,Panda 7-DOF 冗余机械臂多约束逆运动学求解(含肘部朝上约束),franka_description是GitHub代码仓库URDF,franka_description,cn-all-remaining-0224-36cf0ef9
源码仓库,3/3,面向无人机蜂群对抗的智能任务分配算法设计与实现,无人机蜂群对抗原始工程7z代码包,,cn-all-remaining-0234-9f997aba
源码仓库,3/3,预制钢筋可拼接下料模拟退火算法设计与生产方案导出,钢筋下料GUI原型代码工程压缩包,,cn-all-remaining-0239-d34a697d
源码仓库,3/3,业务工作台列表 Excel 导出实现与验证,"给定Java项目压缩包,待修复分析",,cn-all-remaining-0257-8171b0b6
源码仓库,3/3,"Inconsistent path resolution: --background-file resolves against CWD, ",修复前源码+完整项目zip，源码树待修复,,cn-all-remaining-0259-0f98e766
源码仓库,3/3,修复 Affinity Router 初始化阶段因应用名称缺失导致的空指针崩溃,dubbo-go源码压缩包，代码库待修复,,cn-all-remaining-0260-00dbcac0
源码仓库,3/3,Higress OpenAI 转 Claude 时丢失缓存 Token 用量,Higress源码zip三件套，非控制台操作,Higress,cn-all-remaining-0261-e71a7c3d
源码仓库,3/3,fix(diff): review merge commits against their first parent,ocr命令行工具源码，无独立图形界面,Alibaba Open Code Review,cn-all-remaining-0262-796b7763
源码仓库,3/3,并发代码审查中的 WaitGroup 竞态与任务错误,OCR源码并发修复，命令行工具无界面,Alibaba Open Code Review,cn-all-remaining-0263-3cce95f4
源码仓库,3/3,Higress MCP 配置更新导致 SSE 长连接中断,Higress源码zip，配置由代码生成非控制台,Higress,cn-all-remaining-0264-cb4d04f6
源码仓库,3/3,APISIX PATCH 导致插件密钥重复加密,APISIX源码zip三件套，代码修复任务,Apache APISIX,cn-all-remaining-0267-2abe3ec4
源码仓库,3/3,APISIX Anthropic 协议转换中的工具参数与流式结束异常,APISIX协议转换源码zip，代码修复,Apache APISIX,cn-all-remaining-0268-0b9ebbad
源码仓库,3/3,Seata 批量 INSERT 使用 SQL 函数时主键提取错误,给的是Seata修复前后源码zip,,cn-all-remaining-0276-6e6811c4
源码仓库,3/3,Intel RealSense D455 RGB-D 三维目标感知系统可靠性升级、离线部署与自动化验收交付,ROS工作空间源码+build缓存zip,,cn-all-remaining-0279-e1055243
源码仓库,3/3,Dubbo-go 注册中心销毁与订阅超时并发问题,Dubbo-go修复前后源码zip,,cn-all-remaining-0280-56d150e9
源码仓库,3/3,STM32F407 TR500 移动机器人全链路控制可靠性升级、自动化验证与可追溯交付,STM32固件Keil工程源码zip,,cn-all-remaining-0281-5f45e300
源码仓库,3/3,多文件并发审查时异步记忆压缩状态串线,Open Code Review源码zip并发修复,,cn-all-remaining-0283-23156729
源码仓库,3/3,RocketMQ ServiceThread 唤醒信号丢失,RocketMQ源码zip，Java并发修复,,cn-all-remaining-0284-ee8ca4d8
源码仓库,3/3,Higress 流式 AI 统计被空模型值污染,Higress wasm插件源码zip,,cn-all-remaining-0285-6c1acb68
源码仓库,3/3,Git Diff 二进制标记误判与增删行统计错误,diff parser源码zip修复,,cn-all-remaining-0286-e2cd489c
源码仓库,3/3,Iceberg Go 无法处理 INT32/INT64 编码的 Parquet Decimal 统计信息,iceberg-go源码zip，Parquet修复,,cn-all-remaining-0287-5251edcb
源码仓库,3/3,Nacos Config 客户端关闭后监听线程池持续泄漏,Nacos Java源码zip，非控制台数据,Alibaba Nacos,cn-all-remaining-0288-9191bb5f
源码仓库,3/3,SeaTunnel 多作业 Kafka 分区配置相互污染,"输入是SeaTunnel源码zip,任务是打补丁修复bug",Apache SeaTunnel,cn-all-remaining-0289-179b18af
源码仓库,3/3,SeaTunnel Flink Schema Evolution 与 XA 事务发生 MDL 死锁,"SeaTunnel源码zip,修复Flink死锁的Java代码",Apache SeaTunnel,cn-all-remaining-0292-d702cea3
源码仓库,3/3,Nacos 并发订阅与取消订阅导致服务索引丢失,"输入是Nacos源码zip三件套,改并发Java代码",Alibaba Nacos,cn-all-remaining-0293-55df2006
源码仓库,3/3,Fluss 主键表批量读取丢失 Change Log 尾部记录,"Fluss源码zip,修复归并读取逻辑的Java代码",Apache Fluss,cn-all-remaining-0294-fde2ddb5
源码仓库,2/2,修复 Apache RocketMQ 多派生存储后端下 CommitLog 加速恢复起点与 Checkpoint 一致性问题,RocketMQ修复前后完整源码压缩包,Apache RocketMQ,cn-all-remaining-0340-1949b8b0
源码仓库,2/2,修复 Apache SeaTunnel Paimon Sink 从 Savepoint 恢复时重复提交 Checkpoint 状态导致任务退,SeaTunnel修复前后完整源码压缩包,Apache SeaTunnel,cn-all-remaining-0342-312b05e2
源码仓库,2/2,SeaTunnel 有界 Source 在 Reader 故障重注册后丢失 NoMoreSplitsEvent 导致作业永久不结束,SeaTunnel修复前后完整源码压缩包(2),Apache SeaTunnel,cn-all-remaining-0344-8f581a8d
源码仓库,2/2,修复 Nacos Naming 模块 ConcurrentHashMap 上 check-then-act 竞态导致的潜在 NPE,输入是Nacos修复前源码压缩包,Nacos,cn-all-remaining-0394-1e06e38d
源码仓库,2/2,修复 Nacos 集群 TCP 健康检查 SocketChannel 资源泄漏与 hasMember IP 前缀误匹配,给的是Nacos修复前后源码压缩包，非网站数据,Nacos,cn-all-remaining-0453-ba71e11e
源码仓库,2/2,修复 RocketMQ ConsumeQueueStore 中 deleteTopic 与 FlushConsumeQueueService,任务是修复RocketMQ源码竞态bug,RocketMQ,cn-all-remaining-0480-62388124
源码仓库,2/2,修复 RocketMQ 异步 request-reply 中 RequestCallback 可能被多次触发的竞态与过早回调问题,任务是修复RocketMQ回调竞态bug,RocketMQ,cn-all-remaining-0490-91ffdc27
源码仓库,2/2,修复Alibaba Nacos TCP健康检查SocketChannel资源泄漏及集群成员IP前缀误匹配问题,给的是Nacos修复前后Java完整源码压缩包,Alibaba Nacos,cn-all-remaining-0508-3c61f735
源码仓库,2/2,修复Apache SeaTunnel文件连接器读取空目录时Schema和分区推断越界的问题,给的是SeaTunnel修复前后完整源码压缩包,Apache SeaTunnel,cn-all-remaining-0509-6e152030
源码仓库,2/2,连续抛体轨迹事件求根、遗留帧判定迁移与可行包络分析,迁移遗留演示程序帧判定逻辑,,cn-all-remaining-0532-b9206571
源码仓库,2/2,Gabor 反褶积核的确定性流式 Python 迁移,迁移历史MATLAB反褶积核代码,,cn-all-remaining-0541-ec370512
源码仓库,2/2,病态复数 f-p 岭求解器的 NumPy 迁移与逐频率审计,迁移历史Fortran求解器代码,,cn-all-remaining-0542-6307f698
源码仓库,2/2,非均匀坐标局部 tau-p 正演/伴随的内存安全迁移,迁移C++ tau-p算子指针核,,cn-all-remaining-0543-32a6e969
源码仓库,2/2,Kirchhoff 与相移偏移的统一 Python API 迁移,迁移MATLAB偏移算法函数族,,cn-all-remaining-0544-5552abfc
源码仓库,2/2,SEG-Y Rev0/Rev1 流式 CLI 重写与字节白名单审计,迁移MATLAB SEG-Y工具代码,,cn-all-remaining-0545-a5793990
源码仓库,2/2,三维稀疏体迭代插值的无缝块并行迁移,迁移MATLAB三维插值程序,,cn-all-remaining-0546-f56c3e5b
源码仓库,3/3,Unity 客户端战斗回放确定性与断线重连状态恢复,Unity C#工程回放核心待改造代码,,cn-all-remaining-0712-ee8f99e5
源码仓库,3/3,Unity 客户端战斗回放确定性重建与断线重连状态恢复,Unity工程战斗回放核心代码待开发,,cn-all-remaining-0714-001e1685
源码仓库,3/3,Unity OpenXR 仓储拣选培训交互闭环与断点恢复,Unity VR培训起始工程代码待开发,,cn-all-remaining-0715-7bd9dc9b
源码仓库,2/2,多人副本结算服务的幂等重放、保底掉落与异常补偿改造,现有Python原型工程待改造,,cn-all-remaining-0726-c399a041
源码仓库,2/2,UE5 联机拾取与背包复制一致性修复,UE5 C++工程源码待修复,,cn-all-remaining-0728-07c602b5
源码仓库,2/2,UE5 C++ 检查点存档管线异步化、版本迁移与坏档恢复工程化改造,UE5 C++存档插件为待改造源码工程树,,cn-all-remaining-0757-e5b78fb1
源码仓库,2/2,GPU Warp 双发射调度器同周期写回、Flush 与仲裁一致性修复,SV RTL基线压缩包，需改源码修复,,cn-all-remaining-0760-588c7fe3
源码仓库,2/2,400GBASE-FR4 光模块 CMIS 应用广告、I²C 访问与 Data Path 状态机修复,CMIS固件基线压缩包待修复,,cn-all-remaining-0768-ae78dc9a
源码仓库,2/2,Godot 游戏项目资源依赖审计与安全批量修复工具,原文点名Godot游戏项目源码树,Godot,cn-all-remaining-0781-0439c6a6
源码仓库,2/2,《星港边境》0.9.7-rc3 候选版本回归验收与上线判定,提供可执行游戏构建包待测试非网页,,cn-all-remaining-0787-0db6f033
源码仓库,2/2,袋装粉料称重复检与气动剔除站 PLC 队列顺控改造及 FAT 验收,PLC结构化文本程序为固件源码,,cn-all-remaining-0811-4a734aff
源码仓库,2/2,Unity 资源预提交审计与 CI 批处理工具开发,"Unity工程压缩包,资源+代码待检查",Unity,cn-all-remaining-0832-b6b0d79c
源码仓库,2/2,竞技游戏帧同步回滚一致性修复与回放验收,C++帧同步引擎源码树待修复,,cn-all-remaining-0839-052f9164
源码仓库,2/2,Godot 动态二维空间哈希宽相模块替换与确定性回归,Godot引擎GDScript项目源码树,,cn-all-remaining-0843-ae260afc
源码仓库,3/3,Quest 3仓储安全培训应用交互流程修复、回放一致性与72Hz性能验收,Unity工程源码压缩包，待修复代码,,cn-all-remaining-0849-2d0b8edc
源码仓库,3/3,UE5 多人投射物对象池与网络复制性能优化,UE5 Source-only C++工程压缩包,ArenaNetPerf_Baseline_SourceOnly.zip,cn-all-remaining-0854-dffd1f7e
源码仓库,2/3,跨服竞技赛季结算、排行榜归并与幂等奖励发放,实现Go结算服务代码工程,,cn-all-remaining-0866-1d892fee
源码仓库,2/3,    跨平台游戏资产预检与构建门禁工具开发    ,资产扫描表+Android/Windows构建日志，CI产物,,cn-all-remaining-0886-0f1b7dc8
源码仓库,2/2,ONT光模块测试仪表4路25G SerDes链路训练与故障恢复设计,FPGA/Verilog工程存根与仿真回归,,cn-all-remaining-0905-fd596c6a
源码仓库,2/2,工业物联网采集网关 2.4.0 消息一致性与断网恢复回归测试,给定网关2.4.0源码用于回归测试,,cn-all-remaining-0906-233fff17
源码仓库,2/2,电商促销结算引擎V3.2回归测试、金额守恒与发布门禁核验,"候选实现py文件不可修改,回归测试仓",,cn-all-remaining-0927-18815878
源码仓库,2/2,构建 Python tzdata 2026.2 至 2026.3 TZif 迁移与供应链审计产品,输入是tzdata wheel/sdist包裸文件,tzdata,cn-all-remaining-1093-6cb23e67
源码仓库,2/2,PAC 加药撬双泵 PLC 联锁、轮换与 FAT 交付,PLCopenXML/ST源码属固件工程压缩包,,cn-all-remaining-1135-06287ec9
源码仓库,2/2,构建 Kubernetes 1.29→1.32 OpenAPI schema 与 metrics-server 依赖迁移门禁,无GUI的集群组件，manifest与API schema,metrics-server,cn-all-remaining-1172-be243fd3
源码仓库,2/2,PostgreSQL 14 至 17 与 Debian 集群升级兼容迁移审计,postgresql-common为Debian源码仓库debian目录,postgresql-common,cn-all-remaining-1186-bab0b07d
源码仓库,2/2,IANA tzdata 2026b to 2026c semantic entity migration audit,原文点名tzdata，IANA发布页仅版本包下载无检索界面,tzdata,cn-all-remaining-1227-8e526987
源码仓库,2/2,Mozilla NSS 与 Chromium 根证书库信任、约束及跨签名治理审计,NSS/Chromium 源码仓库纯文本文件，无图形界面,Mozilla NSS,cn-all-remaining-1250-4aa7de13
工程仿真与科学计算,3/3,基于机器学习势函数与 VASPKIT 能量-应变法的晶体材料弹性模量计算项目开发,POSCAR用于VASPKIT弹性模量计算,,cn-all-remaining-0011-972a6a8b
工程仿真与科学计算,2/3,绿氨合成的热力学平衡分析与操作窗口优化,热力学与逸度关联式为过程模拟数据,,cn-all-remaining-0016-0cee6d6b
工程仿真与科学计算,3/3,基于 ASE 与机器学习势函数统一接口的 B16W4 晶体结构全弛豫项目开发,POSCAR为VASP晶体结构弛豫输入,VASP,cn-all-remaining-0022-a7309437
工程仿真与科学计算,2/2,基于 Phonopy 有限位移法与机器学习势函数的 B16W4 晶体声子谱计算项目开发,输入为VASP POSCAR，做DFT衍生声子计算,VASP,cn-all-remaining-0023-c6ea8ded
工程仿真与科学计算,2/2,基于准谐近似、Phonopy 与机器学习势函数的晶体热膨胀系数及体积温度曲线计算项目开发,VASP结构文件驱动QHA/声子计算,VASP,cn-all-remaining-0024-337ba4e9
工程仿真与科学计算,2/2,基于 Phono3py 与机器学习势函数的 B16W4 晶格热导率计算项目开发,VASP结构驱动Phono3py晶格热导率计算,VASP,cn-all-remaining-0026-729327ea
工程仿真与科学计算,3/3,明挖基坑有无加固工况数值模拟分析,"有限元基坑加固仿真,属工程数值仿真",,cn-all-remaining-0038-0e6dcacf
工程仿真与科学计算,3/3,PBPK/CYP3A4药物相互作用风险评估,"PBPK/DDI方程建模,属科学计算",,cn-all-remaining-0050-80528855
工程仿真与科学计算,2/2,面向凝聚态物理结构预测后处理的 AIRSS ​cryan -v​ 加权距离谱描述符复现,复现AIRSS结构搜索分析工具cryan,,cn-all-remaining-0082-9d63781f
工程仿真与科学计算,2/2,固态离子输运冻结骨架势能面网格采样程序复现,复现离子输运PES网格采样科学计算,,cn-all-remaining-0083-33708ca2
工程仿真与科学计算,2/2,固态离子迁移 level map 与最小渗流能拓扑求解器复现,复现势能面拓扑势垒图搜索算法,,cn-all-remaining-0084-e75d9c48
工程仿真与科学计算,2/2,固态离子导体 PES fingerprint 自由体积与 Xi 描述符程序复现,复现PES描述符自由体积Xi计算程序,,cn-all-remaining-0085-0e8a8102
工程仿真与科学计算,2/2,面向超硬材料筛选的 VASPKIT 弹性应变与维氏硬度评估程序实现,VASPKIT弹性应变硬度计算科学工程,,cn-all-remaining-0086-8ee22d44
工程仿真与科学计算,2/2,基于 D3REAM 思路的 BCN 超硬材料维氏硬度逆向设计程序,VASPKIT计算目录生成、超硬材料DFT代理性质，属材料科学计算,,cn-all-remaining-0087-92e43f22
工程仿真与科学计算,2/2,面向计算材料物理的 MEGNet 晶体图转换与巨图批处理复现,pymatgen晶体结构图转换，MEGNet材料机器学习管线,,cn-all-remaining-0100-af640a96
工程仿真与科学计算,2/2,面向计算材料物理的 MEGNet 图网络层与 Set2Set 读出复现,MEGNet图网络层复现，依赖任务1晶体图张量输入,,cn-all-remaining-0101-a74eea92
工程仿真与科学计算,2/2,面向计算材料物理的 MEGNetModel 训练、预测与序列化复现,MEGNet模型训练管线，基于晶体结构派生图数据,,cn-all-remaining-0102-7061cb48
工程仿真与科学计算,2/2,基于 MatterSim与D3REAM 的 BCNO 超硬材料维氏硬度逆向设计程序,"生成VASPKIT应变工作目录,无GUI",,cn-all-remaining-0104-ae919772
工程仿真与科学计算,2/2,基于 MACE 势函数集成的碳超硬材料维氏硬度逆向设计程序,"生成VASPKIT应变工作目录,无GUI",,cn-all-remaining-0105-5db0f5ee
工程仿真与科学计算,2/2,基于 MACE 势函数集成的高体模量碳材料逆向设计程序,"生成VASPKIT应变工作目录,无GUI",,cn-all-remaining-0106-e68c357a
工程仿真与科学计算,2/2,基于 MACE 势函数集成的高剪切模量碳材料逆向设计程序,"生成VASPKIT应变工作目录,无GUI",,cn-all-remaining-0107-1b8e5538
工程仿真与科学计算,2/2,基于 MACE 势函数集成的高杨氏模量碳材料逆向设计程序,"生成VASPKIT应变工作目录,无GUI",,cn-all-remaining-0108-bf384f35
工程仿真与科学计算,2/2,M3GNet 周期晶体图与三体索引构建模块复现,"POSCAR是VASP输入文件,无网页",VASP,cn-all-remaining-0110-9c074cb8
工程仿真与科学计算,2/2,垂直 DAS 微震震源入射路径校正,速度模型生成的合成DAS波形与数值计算notebook,,cn-all-remaining-0190-3c8f53db
工程仿真与科学计算,2/2,三维 Voronoi 晶界应力模型制作,COMSOL .mph模型文件，需真实求解，非网页数据,,cn-all-remaining-0202-e9714142
工程仿真与科学计算,3/3,B16W4 晶体有限温度体积响应与热膨胀计算工作流开发,VASP POSCAR第一性原理计算文件,VASP,cn-all-remaining-0231-5620634f
工程仿真与科学计算,3/3,明挖基坑有无加固工况数值模拟分析,EFC2025有限元基坑数值模拟分析,,cn-all-remaining-0235-b31d2b3b
工程仿真与科学计算,3/3,二维钙钛矿太阳能电池模拟,COMSOL电学模型仿真求解,,cn-all-remaining-0238-ec8b0623
工程仿真与科学计算,3/3,二维von Kármán随机介质下的单次散射到时、角度权重与参数敏感性建模,"纯代码生成随机场,无外部数据源",,cn-all-remaining-0246-df9e58bb
工程仿真与科学计算,3/3,二维单次散射coda-P差时几何、等时椭圆与距离非唯一性验证,"代码内生成散射体,无外部数据",,cn-all-remaining-0247-3a150457
工程仿真与科学计算,3/3,圆柱绕流模拟,"COMSOL瞬态CFD模型文件,mph工程文件",,cn-all-remaining-0295-f02f928e
工程仿真与科学计算,3/3,IEEE 118 母线 N-1 安全筛查与补救调度,PGLib case文件用MATPOWER做AC OPF仿真,PGLib-OPF,cn-all-remaining-0301-1a02a327
工程仿真与科学计算,2/2,耳机收纳盒上盖注塑模具图纸放行前工程一致性审计,Moldflow注塑仿真+DWG/DXF工程图纸,Moldflow,cn-all-remaining-0317-8020fa01
工程仿真与科学计算,2/2,近海工程支持船吊装工况完整稳性、纵倾与压载方案核验,静水力表/KN曲线为船舶稳性专用软件产物,,cn-all-remaining-0327-64d6e8a2
工程仿真与科学计算,2/2,DAS 光纤监测系统配置多准则性能评估与选型决策,DAS物理正演与TOPSIS隐藏测试计算任务,,cn-all-remaining-0337-bafa6160
工程仿真与科学计算,3/3,扳手的应力应变,COMSOL Multiphysics有限元结构力学建模,,cn-all-remaining-0347-e95a3726
工程仿真与科学计算,3/3,基于 MACE-C 代理预测的高杨氏模量碳材料逆向设计与 VASPKIT 弹性应变任务生成,MACE代理模型+VASPKIT弹性应变计算材料设计,,cn-all-remaining-0350-ea7a2f54
工程仿真与科学计算,3/3,基于 MACE-C 代理预测的高剪切模量碳材料逆向设计与 VASPKIT 弹性应变任务生成,MACE代理模型+VASPKIT弹性应变计算材料设计,,cn-all-remaining-0353-faf97d9d
工程仿真与科学计算,3/3,3D 地形水力侵蚀模拟与四叉树 LOD 网格生成,水力/热力侵蚀粒子法地形模拟合成DEM,,cn-all-remaining-0363-4545ec79
工程仿真与科学计算,2/2,基于 D3REAM 与三模型 MACE 保守估计的 BCN 低能量高密度高维氏硬度多目标逆向设计,D3REAM源码快照+MACE模型权重驱动的材料仿真项目,,cn-all-remaining-0366-96678dde
